Id,Price
1755,145873.17
7391,178574.88
7425,102905.41
6882,394783.52
10752,373805.72
7472,198814.77
9596,162511.5
5317,225640.48
7378,84562.11
16154,179441.59
3464,195022.67
4197,239110.82
9477,120889.49
12705,194778.59
16426,199249.11
9946,258952.2
12025,208561.22
5341,227662.29
9923,264505.49
7953,288448.1
11066,257422.5
5037,169139.03
2509,191083.5
4937,329034.15
12089,381042.97
4964,161053.87
16500,272808.89
4625,139291.89
2363,379614.4
8148,183944.19
3804,185019.29
4584,151167.63
10694,103529.72
2691,175547.17
2983,223754.08
13563,344591.53
10747,218660.3
1721,198003.87
2789,273056.1
7214,257525.54
8659,245111.17
5107,291710.38
3843,222686.9
14610,402559.5
15505,167846.33
5060,230092.72
16055,257943.8
14963,188492.29
4118,150409.82
1672,203338.73
3209,174374.58
973,174773.67
12529,180759.48
5896,119080.06
5450,277226.24
3249,177807.78
8911,194710.19
5898,203386.19
1024,177823.94
4766,207620.66
15804,182288.83
14303,195730.29
10707,187259.52
6605,206537.71
1138,388052.01
14088,425334.46
9154,181684.34
8190,207314.95
398,288512.58
13302,231833.43
9696,146575.53
16786,124677.4
16230,223849.98
6552,183506.87
923,222693.34
9602,319852.96
5857,226722.1
8120,177423.62
7134,187416.51
11726,178937.57
8069,119367.41
12420,172753.31
8604,195243.96
4854,278174.29
12212,159350.63
12099,349511.96
3882,398328.06
6995,320710.39
10172,217276.27
11672,332104.11
12897,282665.48
16097,176830.02
6779,306497.67
11199,187925.64
10816,447684.26
143,388098.1
5399,252574.89
3286,152500.56
13706,195199.31
1935,385126.29
16000,180933.92
2860,210363.68
11407,199527.17
16378,267728.64
12278,179695.9
3842,174578.29
2692,331552.89
7699,195541.27
6825,302648.39
7268,355324.94
1477,361865.09
9887,170657.0
9436,182262.08
3179,216221.82
1350,471656.99
10643,197677.24
5793,252564.04
11494,432061.85
4206,186052.84
12419,236867.07
8530,254301.59
5985,123192.51
8908,188714.43
256,116218.89
5648,217768.73
3014,239195.97
9189,269061.39
14884,203177.53
10333,166690.78
15896,134757.94
13269,132833.51
8603,260119.32
15087,177437.47
4344,204191.05
7981,71335.37
10908,249345.36
6190,169983.08
11742,181157.55
9224,143672.18
14667,206400.23
458,189700.13
2464,364931.68
12320,239525.09
278,218492.31
2912,254166.72
6698,224754.55
4510,126466.29
4183,168564.18
5551,226358.49
12187,164916.19
7948,218905.27
10808,192479.41
12432,190367.89
5356,176184.83
8984,479366.11
9203,178751.89
7644,271534.14
7071,208054.19
10685,168362.48
6763,206853.9
940,132778.09
14959,185086.31
1338,154078.72
5351,133696.01
6524,187946.3
12516,151414.48
3288,286492.59
3146,230641.18
3954,183779.94
11955,153883.8
1211,207066.74
15668,211712.31
1320,83924.53
9108,179053.43
16482,147104.55
8290,219876.71
4304,409704.74
1930,198552.56
12530,174770.49
11295,281708.14
3002,149727.72
15483,151376.74
11525,203449.69
13978,140713.42
8325,177806.87
3630,120608.74
9165,192939.59
13945,243632.54
10663,196497.14
14803,179288.85
7621,178594.29
10387,207812.39
5457,152070.43
10234,364239.13
6251,167426.25
701,246809.6
7930,177040.54
15028,140146.49
12172,76972.78
5805,171815.62
7411,272062.12
14806,202184.85
7890,161362.89
10440,145026.3
14926,161932.71
5381,146854.66
3800,407715.21
10511,230957.8
9324,246716.98
3313,215669.52
7351,149594.19
8459,188353.36
9957,120166.87
12024,169510.76
4380,218229.23
13289,153589.92
13407,404284.25
13258,146551.55
15993,259566.33
12525,168934.12
4062,212639.7
12065,160389.44
8227,173209.87
11333,153738.87
2867,142009.84
3319,241367.03
3523,296689.95
7055,211715.01
14930,175117.0
3444,137772.04
2940,309243.5
6935,321888.52
16116,335415.06
13370,247805.22
6103,222999.04
7446,194065.89
1859,175711.66
4079,184583.6
3228,168693.97
9665,154174.46
15957,417784.22
11533,166356.23
2314,122374.82
4096,219205.65
13437,165701.95
5980,221047.45
2008,185735.56
6754,174976.8
14557,295668.46
7096,324056.42
14297,234035.15
3967,243248.32
16485,114735.04
13075,332975.19
14289,188273.86
10988,171978.97
3230,145793.15
13250,172265.55
7739,337331.21
7213,160218.68
6639,232810.0
3164,303455.84
15207,155863.09
5113,188299.35
3929,150936.32
14493,241462.55
2033,193269.31
16709,248716.07
14313,164609.18
1028,312644.34
7187,106460.31
9869,325089.91
12644,194599.38
3686,116094.18
9196,281451.78
12326,202375.35
4936,196903.63
13314,162412.02
9857,321817.7
519,204873.39
8410,169443.64
1720,171049.03
10341,220085.16
14415,197731.09
10613,252497.16
8027,225858.77
15539,280859.5
7431,272446.77
1370,153031.19
12708,154729.26
2250,212390.47
14758,141606.03
8525,338071.64
1538,282719.15
1142,150117.29
1152,225348.56
3331,312480.53
15203,184926.58
4247,170206.74
1976,370798.14
10078,239314.77
1938,207389.25
7819,193353.39
2168,245109.94
15634,212495.84
9313,154511.81
6539,134297.31
6325,103571.87
13442,265202.21
9967,179285.37
7893,221057.52
2861,196778.94
11031,311304.92
15073,140728.61
13837,165699.8
2524,262887.04
8617,225308.89
13513,178663.82
3081,315662.89
10675,352819.24
1907,84410.18
4872,233391.28
16274,360924.48
11837,238161.47
16577,227200.86
5231,317727.22
11315,303577.63
273,206004.95
8363,201956.92
4255,205732.62
16330,248388.14
11528,177322.4
14799,278394.08
1611,253711.99
9234,172425.32
1633,114038.84
6791,226587.39
11567,339695.67
3070,249754.76
12094,238168.16
14335,313981.9
137,170286.09
7182,155279.62
11718,168569.14
5194,86601.12
97,348623.48
5118,419942.75
13920,315386.98
9952,197222.65
15337,204560.21
10243,218739.55
4048,418439.82
171,151623.66
11378,172327.51
14190,175620.68
2740,136522.41
5573,266564.54
4481,230951.68
2631,158003.9
4984,234998.76
16466,178190.35
16716,124962.16
15325,181154.19
10115,177291.31
117,389108.49
5476,100239.68
11757,184613.22
15546,186410.39
8133,144706.6
9018,316666.27
2075,162411.87
11170,304633.27
15733,202285.07
9280,132270.88
10734,306973.51
7373,235218.15
14736,183521.64
3458,120995.29
6183,173981.92
7825,221135.84
16775,194455.53
5717,175979.83
12397,137316.04
8189,495103.6
4423,224970.42
3994,137690.67
10342,201273.06
10051,182665.06
9453,145912.09
12593,430866.11
1274,90384.3
6933,394360.6
1761,152114.09
7157,342469.84
15169,145084.36
6792,309711.77
13830,171057.57
7240,220606.62
3051,246011.58
6550,113020.66
4603,189019.56
5729,164614.08
13473,320476.11
15104,160979.11
6599,356579.61
2216,273984.68
8721,308761.68
3645,183507.21
8664,225387.78
11001,208474.57
753,157432.93
8129,226505.9
15235,192606.47
3359,212289.03
10424,207569.39
10226,222294.57
9252,201891.64
3008,253763.72
5849,174058.43
8494,184678.55
6764,228627.73
12445,328652.71
11716,188546.59
5669,197953.19
11427,111969.8
11065,184472.66
8910,224555.81
16401,117630.17
11913,152051.91
6221,201216.26
10839,190668.92
2809,220221.58
13311,157737.54
6866,204617.09
6019,167374.09
3024,171783.42
1391,222353.5
15904,208530.91
15858,300800.54
9911,227985.58
16579,222303.16
4394,262669.13
1468,347051.0
12965,154164.29
2249,187052.69
14384,153545.68
13040,125633.81
8872,132386.04
12864,252709.91
14049,188747.07
1840,119141.62
12019,172334.23
8948,165177.2
15154,204254.38
6943,149521.55
12564,375989.8
12766,147776.82
7962,155163.27
709,137412.28
4774,139427.15
13890,175499.12
15431,140714.82
8726,312723.35
10373,141686.71
6413,193041.04
9761,138612.99
15864,139315.12
320,240891.36
8006,175446.04
14976,104738.44
12185,231167.77
4779,135735.45
8551,144866.89
9025,294906.51
10616,221111.34
7475,100730.41
6341,318556.7
14163,146270.39
2211,186620.19
10532,275265.15
14338,144113.76
831,170747.19
3382,173966.3
9209,286287.33
7188,241477.17
7197,198721.64
15918,113120.02
6937,454031.04
6178,186719.33
10668,149030.97
1413,263423.38
6884,343908.83
8266,192204.21
14019,184255.69
16764,141340.93
3740,248906.76
8319,173417.26
4229,179204.09
13429,187148.18
1753,433896.38
860,246267.0
14219,162609.11
12113,211675.44
11309,132207.79
9930,203991.72
10570,198267.33
2839,150349.95
6699,123720.17
16647,114388.26
5325,243026.5
13733,130799.15
7818,329591.73
12505,214877.07
9489,203136.05
10106,187412.48
7864,211910.49
5134,248993.83
11859,146389.01
7440,322792.48
1525,310813.51
7339,186890.39
8,321926.74
8995,232543.24
15178,71624.6
8594,170370.99
15770,218332.71
15859,336859.52
1735,291773.34
11410,483008.45
16397,170867.8
3572,148527.23
5501,115067.29
969,181600.38
6977,423444.09
1233,186723.76
4258,163398.74
90,365631.37
16650,180084.38
197,103991.37
12514,235420.02
4367,172433.44
3199,217119.5
5600,191678.27
11641,167285.02
12775,164649.89
14240,165285.64
7933,174224.89
6945,358825.2
14006,198665.76
6320,262894.22
16369,214889.38
16354,362108.53
3970,277843.69
1048,205058.23
14448,239712.27
2812,368669.94
3932,149628.07
14875,324560.66
8883,118044.99
7622,333202.76
7252,124955.32
9751,171129.19
2378,201366.04
6816,250904.11
15358,156180.44
7843,143162.57
10448,354202.72
7840,278408.47
8880,240294.7
12551,338284.42
15470,197014.83
16207,230199.35
12123,125327.06
15247,310588.78
7481,198585.02
16171,340036.32
7461,312231.17
13094,175107.21
11584,250812.01
4462,186253.16
15576,140560.14
16606,240278.2
5427,293006.12
7725,159086.42
5409,169574.75
12013,232577.27
11321,193403.36
9932,137459.79
10357,203910.3
3336,222562.43
13,180618.8
4809,224369.77
7555,149525.5
15172,344583.82
6989,152033.38
4707,176454.54
6495,95549.74
3873,184599.96
7061,195551.85
12112,220234.93
8917,253895.45
7735,157566.01
4244,163536.38
3747,235355.18
11086,183950.91
10080,203114.77
15057,263534.82
1331,189534.1
8891,160097.22
13411,209273.58
16730,217300.52
2267,196814.71
3022,188836.12
11190,219378.79
11857,184650.73
16512,161927.84
2053,226403.01
13707,133014.78
12143,158232.03
14080,166723.3
6130,174111.5
7936,81362.28
10101,163819.85
5663,190868.73
14811,121942.95
1366,182921.64
908,203115.01
2953,129021.01
14629,135938.0
15096,241410.28
11770,147062.75
12701,189243.81
14584,138714.58
1893,360352.0
9501,534304.57
2138,112571.23
9346,207026.48
15960,349529.42
8230,173378.55
13843,212600.94
13810,217641.19
15650,189679.1
9974,149751.63
12200,192242.79
538,204268.34
5334,224458.63
14823,120110.01
4817,170146.93
9041,210904.12
4359,294450.6
4852,230178.4
10141,143730.66
1503,204869.35
16256,320353.46
14382,188533.74
7248,209290.19
1200,179102.0
3563,181690.5
3681,377699.84
3053,253984.76
4099,204186.85
807,111091.72
4658,294549.55
3535,179507.25
12548,159411.82
10488,198191.99
5851,133265.78
13736,185193.63
875,171680.49
14449,173569.53
3958,342390.39
10727,183022.0
13646,260720.84
9599,227968.85
7135,287316.22
5943,325638.75
2695,272574.03
6766,209424.76
5630,195056.53
13586,198943.02
3507,424630.48
10014,134979.38
459,263142.05
3582,251734.02
8560,286452.1
3372,179439.87
13109,239538.74
8160,181822.74
10706,233334.09
9104,330483.96
2870,190272.83
13712,139869.63
13924,133673.08
798,236339.69
9750,416834.07
16248,380120.54
3170,174172.98
12700,247981.85
10601,129478.22
514,213983.2
4010,292400.89
8124,164904.82
10800,166169.84
13628,189682.42
11637,138989.74
781,177275.91
16156,198408.37
12618,251794.17
9766,181786.43
15987,243019.1
11051,328625.12
7673,227053.38
1245,398292.72
2443,152505.17
7413,101124.56
10921,216157.08
8709,95361.58
12404,337079.35
14986,231713.18
10714,305832.96
14286,202618.49
13828,355785.41
8926,411228.35
12233,171680.12
3913,196325.0
5221,222561.86
14965,90519.5
862,178930.81
13907,130461.15
5418,174468.31
2045,158928.11
13321,190978.22
2762,214408.54
13888,190047.2
14962,139239.16
13305,290957.31
8487,231807.67
7146,168077.9
1134,180400.34
15092,321171.77
13760,259178.12
11958,458544.39
3177,175454.24
11350,226080.43
1524,111798.45
5527,246746.67
2872,197790.32
8602,320622.55
3067,311538.18
10435,219372.28
11222,215265.23
8700,172645.17
10961,201944.07
14305,202903.02
8362,280733.02
4979,151076.96
7180,321613.47
5763,118501.55
2192,234641.29
13581,202698.53
10720,136571.75
13366,303568.79
13539,360758.71
12849,199084.0
6794,166322.03
525,483032.74
12223,355764.42
16271,112595.5
16588,290622.43
8981,124303.98
16476,124693.72
14663,185271.83
3,141264.05
6615,127906.59
12215,265585.03
304,267304.02
13634,237988.2
9208,175389.0
2175,171744.37
250,207830.95
6045,191353.09
10516,152149.67
1573,191667.2
15079,165898.37
5500,178289.39
15775,145372.26
3198,162256.55
6718,192352.36
4149,179334.47
9627,241217.11
7595,287582.63
4538,189496.77
3555,230518.02
10483,345479.22
8834,174698.96
16412,181090.1
6449,123407.89
2767,177042.55
11498,174825.8
16472,142969.23
178,311455.9
10948,165867.15
13313,277276.84
8065,155437.69
102,151906.1
14428,144288.95
11973,134681.73
6663,197477.08
10955,355989.0
11772,145638.06
11364,241964.16
7082,176365.24
7749,513488.89
6428,130154.53
6869,109281.35
295,179124.62
12266,213483.85
11129,214715.71
826,447044.47
3262,228206.62
15641,291543.16
1662,451797.14
10232,206059.06
6376,187897.74
7817,179808.43
354,205847.35
10076,201244.08
11379,331265.92
4696,415969.94
13562,536140.27
5436,177515.23
13196,123503.97
14939,306298.99
14004,197644.84
5916,190253.65
7229,191757.6
9143,167019.59
3440,195090.85
319,170600.01
11683,236619.25
12647,230552.13
12788,151544.19
423,288325.65
5222,219725.47
9242,180595.41
2641,172646.37
4855,147448.73
5360,184182.66
9799,144347.47
5526,245215.68
10309,163912.96
2144,370596.6
7191,197284.59
6732,162007.84
14789,156235.08
13525,132153.53
4066,273635.71
16422,204344.64
14890,212817.75
2922,235676.74
3601,125043.31
13416,118699.09
9496,261693.62
7115,307400.86
8615,135985.59
5218,78620.8
10623,184200.13
2272,127860.25
84,172872.37
8086,131591.59
2595,190222.56
3531,151048.41
7460,310802.68
9214,271012.36
2790,247555.17
10548,234298.25
9218,182763.51
7435,177989.72
15780,188819.06
7640,219182.1
6223,173958.15
3425,111253.95
10582,138168.87
702,236465.91
2111,181362.06
11730,197278.71
9865,268162.46
16478,335132.25
1885,218759.81
3956,365901.34
15264,201466.47
15971,135294.47
5584,202145.58
15242,163953.6
14358,202317.56
11300,215983.32
5446,183156.37
3934,177459.79
10164,307520.58
13304,203355.96
1985,210710.36
4746,133488.12
7963,206480.41
14083,289293.05
13140,295565.92
15023,272199.03
13093,232326.79
7160,194304.05
7407,185274.76
16056,187834.44
751,523120.33
6179,95303.58
9137,299009.3
10992,272644.72
5744,364359.72
10884,162197.49
12858,304939.45
13005,297515.06
16714,186107.03
1419,247824.48
3771,192820.32
5945,479655.17
3806,155319.62
16748,240247.93
11380,212349.62
3107,201252.1
12003,197928.1
14567,217532.87
1079,200108.11
11705,164598.57
7814,209258.95
10174,161692.29
5514,239792.94
5265,247156.82
10520,419557.99
13195,217454.65
14601,365352.58
6012,199897.83
13079,186697.63
9009,127313.49
3122,183295.06
5470,240047.31
4840,163750.06
6270,264276.0
9158,98886.64
10120,123347.73
10672,309969.32
4573,145933.72
12118,297561.43
7447,125447.37
2171,209371.01
6126,303715.63
2836,174970.19
1457,246526.81
11165,222922.99
5923,215618.05
1813,199862.17
3492,260215.71
1917,316857.11
965,408501.01
15795,151639.19
821,211670.67
4568,180643.32
9078,236169.8
11371,124883.8
5149,210186.97
281,205794.67
1918,247228.32
776,134647.25
210,192294.84
10782,178321.67
9653,182852.27
9372,155256.52
5868,173666.9
6176,143317.51
3969,123757.16
8544,474012.41
5219,225243.64
16488,132895.13
5855,247638.61
15920,123772.29
4393,407620.94
2900,150258.09
8622,89192.64
11610,289235.13
10969,128435.58
11029,229082.54
6193,326042.37
14087,465212.07
13623,161959.16
16689,179835.48
1027,238609.09
949,145637.0
672,104769.14
2471,197412.92
8728,250902.84
7742,231243.79
2698,216916.44
9084,171333.23
6075,267887.98
2874,173383.45
13119,133794.27
5010,223514.94
1284,173036.59
1151,160445.05
5110,342865.65
11386,155095.12
8019,238600.3
2859,123418.97
16110,179606.93
16027,286401.76
14902,185274.65
14301,194054.05
2451,252147.58
13596,131953.06
1464,139489.29
7927,386641.66
8009,290552.66
11903,162015.21
9243,112926.77
547,180429.73
5511,122484.58
11247,189575.15
15928,304358.45
3434,211596.44
7614,101963.24
1380,200091.96
2770,140825.47
111,179202.57
5994,128334.44
12341,181614.32
2787,258626.25
14410,284371.43
14876,209576.89
653,164365.34
2174,189528.78
2575,339125.84
7976,165104.65
5812,319956.06
13589,347345.2
9122,129698.03
8159,490918.32
8754,332173.28
9321,182037.3
13535,188319.87
2083,168205.71
2689,347230.86
2248,232747.29
11649,161536.86
1276,92877.32
5962,127690.73
13012,164770.54
4642,192104.72
179,174517.57
15347,368782.31
3339,159399.23
8166,184384.44
11617,160955.53
52,259435.31
4395,200247.75
2183,236423.15
16045,198180.74
15719,165173.4
9864,208912.33
1903,499998.62
13451,182172.27
3640,174162.5
16551,188726.07
2343,159225.01
10528,221238.81
134,231644.98
13966,310906.82
2366,159481.87
1198,231562.99
12627,95046.58
11623,216761.97
56,293421.05
2988,271323.36
8843,254752.0
3043,249307.25
16486,320247.4
1241,172511.17
11180,313256.62
1984,185640.38
7364,166220.8
10769,131328.96
16617,253794.41
9007,324126.45
12953,323699.09
11366,180078.67
16483,203361.14
2326,203573.6
14195,131812.22
3484,217200.76
15257,187503.81
11920,243699.89
1359,179257.05
10353,170692.84
15614,123389.03
12755,330873.2
6252,184474.25
7485,205781.09
12603,205173.23
5281,370932.81
10708,163696.69
12563,137155.32
4592,177908.19
3390,304639.77
1986,184224.05
5745,130126.11
14108,206580.29
9693,110686.75
669,128615.2
7320,260105.22
10258,156203.57
507,197289.2
10365,172271.84
9363,189212.71
8736,113427.78
15100,189416.78
13420,131036.92
13248,263832.5
1972,347544.83
9258,235951.67
16455,265471.91
6150,210216.92
6283,183677.29
14979,213005.91
13935,210215.13
4985,166234.73
5393,130252.69
1730,152249.69
14129,206326.14
6254,175269.56
4173,387471.8
4910,284488.38
1297,154156.06
3366,132497.73
6044,350564.59
6259,151789.85
3852,109676.61
8723,189876.85
16109,188874.27
3721,185508.32
13453,265257.95
12998,154922.7
6886,202975.39
8200,305511.28
51,242564.15
3930,259378.48
6310,199238.91
6112,205488.69
5135,140240.46
7522,266621.15
2411,251185.86
14940,434787.25
15970,160824.07
9894,288545.16
2564,187016.97
7095,215625.11
16195,136515.1
1770,246389.17
5363,351280.86
11360,255644.83
13034,277569.34
6542,169760.97
15870,227293.59
217,260641.55
6490,289999.49
6692,302163.05
2235,150592.77
16732,271546.68
11499,182473.2
12617,184008.05
9060,239707.18
12017,121384.58
12230,155265.89
2158,162819.31
10281,196735.33
16596,188095.64
6976,360522.15
14680,159367.24
10618,180858.79
271,224360.15
10817,215659.41
1823,412268.07
9549,154429.53
1201,171241.33
2112,225031.0
2951,170405.64
7183,176775.38
11404,132320.21
5473,308671.52
9232,255433.66
3033,318250.67
11002,159691.96
8299,206393.85
15417,171104.33
15612,239639.15
6168,184778.93
13751,193301.56
764,165075.97
2009,73995.96
1005,328635.04
10740,183787.73
15323,240882.42
9884,125045.09
6185,292364.11
2311,159178.22
7538,278138.9
6256,161729.53
619,452101.59
1968,187145.03
10762,188380.39
12392,143479.33
8877,319039.64
2441,210326.82
4974,214868.92
12450,188368.96
15837,206683.2
5260,308376.16
6591,150660.71
11688,278794.29
9940,169880.28
12070,183392.26
12876,135466.73
2385,215377.86
3596,200146.63
13540,131649.55
2077,145840.72
5654,356405.82
14029,213857.94
16140,112191.14
13303,469948.41
7289,174170.11
15226,172316.9
3330,177097.55
15642,258783.18
16217,375265.78
7330,205949.65
3894,123887.0
6719,194020.58
13013,161084.54
15835,219072.02
10873,357944.81
16379,251671.51
10771,273415.72
13943,169747.12
5139,271728.22
5309,196748.03
14227,422761.13
16292,179333.34
14968,205394.7
13277,218778.29
1731,93096.7
7286,137770.8
7455,171485.43
3250,190951.5
1659,188056.3
15806,267061.61
7491,258688.67
1990,212392.17
7769,276281.88
9694,238518.9
11961,200224.78
4669,238467.41
13826,295334.99
1691,194205.7
3986,128171.72
1407,169630.63
5517,157049.7
8432,172768.21
10449,163594.47
2941,185624.76
5944,185012.62
1555,263613.38
6105,171195.07
4453,230651.36
5892,248747.02
5000,287509.2
12995,184818.62
8905,167580.86
11440,153773.23
419,229150.92
4712,141872.07
2094,154572.58
4567,161291.32
10717,169569.76
1248,376017.27
12405,182405.25
8331,366053.4
3113,163750.01
6926,303784.71
6777,389394.85
4060,178988.5
11547,238865.98
15199,136401.02
9282,174942.24
16123,393771.55
14094,181309.85
8770,278576.89
1054,397024.35
11363,191961.48
4800,159846.98
7620,94023.42
9101,167269.19
13954,237321.34
13600,383534.2
2893,207848.17
763,232259.91
5347,170725.85
12096,108738.68
16333,250969.79
16432,307139.32
3513,108172.94
13494,236373.1
8690,188164.8
7266,174578.27
3472,182463.4
12952,216392.48
2774,213562.98
607,197795.58
6897,202181.0
8220,247006.55
8071,180567.34
7091,275924.92
1805,330312.65
3594,197525.6
13103,243197.81
12622,168112.38
13270,228431.68
9461,109013.78
7759,132598.18
4256,202792.14
9093,196107.73
6033,298465.99
7734,194845.55
12368,427270.54
11740,238148.76
12398,284475.34
6290,199838.1
2882,224035.09
5091,193053.36
7228,234603.85
5953,320264.61
5707,351711.59
10159,179826.21
7813,204648.79
6463,183224.6
5405,175216.93
7543,190690.6
13702,236966.49
5538,192383.98
6762,118123.22
9416,196271.25
10415,322159.51
2139,263732.58
7609,104937.49
4884,163832.46
3438,268040.33
2215,187749.22
1723,111886.48
2340,230619.52
3950,301705.61
7312,161769.76
3602,386233.57
12053,150985.79
8301,213534.61
14068,217210.92
6216,346255.76
12910,238102.46
7656,386784.53
7854,179062.56
14636,176123.89
12267,262627.27
11334,379835.04
9326,278897.47
5935,175348.81
16132,140817.47
8318,164789.85
5009,178687.27
3883,237623.77
7565,160913.33
7960,138505.42
16736,184850.33
15284,185608.18
4301,258403.25
4273,362017.54
8436,216999.73
2113,358128.32
8469,231360.96
7526,161211.31
9656,239423.04
516,141390.38
7013,229401.04
13741,399802.71
13281,188356.12
12374,240235.69
11855,434825.88
6759,108522.62
1667,161102.17
5138,299453.21
2452,166208.82
13027,118297.73
2493,125736.63
9899,142237.42
8151,222021.78
5349,142993.26
3926,257260.59
6394,286393.45
11720,196798.91
578,194255.59
4001,189750.64
14836,333248.88
1741,159408.43
1278,198233.33
11890,208156.86
1803,195981.35
11418,197236.76
13693,214478.16
7321,215323.47
12575,170322.07
6966,209979.86
16613,176313.56
3148,402606.82
8920,175971.73
13984,426350.22
802,239515.69
13893,189770.96
2495,160608.02
1695,159506.8
14995,310557.61
10890,236211.91
5282,285471.66
13487,229828.72
16615,315802.64
4545,371943.65
15707,238763.45
13931,200073.49
946,179365.0
11500,391974.58
10220,165450.83
2604,182807.23
10761,359157.31
10982,290544.67
11729,218755.11
5323,176148.78
9448,156262.95
14935,149462.15
385,332250.06
7039,313993.76
15823,241547.82
8993,184087.12
1282,168378.05
437,171001.97
11011,136814.22
10104,169775.26
16321,162368.79
11188,267734.19
14291,184070.14
7781,206198.4
3731,226486.98
9037,339516.54
12937,162133.21
1746,151249.6
6345,128147.83
7950,289352.62
11552,209003.16
4805,373080.0
9152,262019.58
555,332898.9
8515,341385.19
13915,182413.95
16036,163319.44
16625,175635.22
11870,301707.5
3304,137817.01
9636,253120.61
5232,455591.88
8878,205270.21
2756,190353.4
5140,131057.93
375,202154.63
7149,238401.64
16353,275023.94
15742,187065.96
5957,156908.22
12580,178617.93
10409,232112.52
13766,162596.25
7778,187201.01
9028,185307.01
14213,183363.63
12691,220626.41
1658,155272.65
10670,210732.51
14260,187794.88
8870,201676.82
12054,207575.9
9386,300885.48
14378,334279.69
2080,174999.27
12729,236090.6
932,123412.36
3149,221005.91
245,226953.21
11684,351066.09
1828,120436.24
13464,207321.09
4023,258674.7
6563,154793.08
13207,178735.37
14075,498711.89
5722,187201.09
2308,220409.95
3341,277468.17
2549,262411.27
11576,315777.14
605,196711.82
1580,274885.96
1588,298021.77
15197,173187.46
190,186513.36
12488,113764.17
12254,203253.39
3991,187194.35
5076,206088.6
3214,146782.85
2348,213455.65
13573,194012.64
14296,188439.84
4207,255622.71
6529,229037.59
16043,159500.01
2508,192803.72
12297,176955.83
10012,205160.88
1874,142628.92
8451,208334.5
16108,194310.84
7200,341877.21
859,447316.71
8415,267376.15
1649,71323.59
6269,360193.18
8350,211785.51
10978,211650.84
16751,160508.79
10133,116568.18
11908,198532.1
15627,125634.47
14923,76237.31
3669,279366.75
5702,307417.13
3480,180401.99
11965,206569.9
11147,279158.16
6505,163643.16
13797,276360.8
14915,208219.45
8221,187462.68
13804,259003.17
994,173362.41
2118,180195.81
15158,209724.66
3509,470522.9
10228,102696.86
12409,383634.62
9260,217005.53
11462,178309.33
3265,209327.06
54,270601.08
9316,285838.51
16208,294649.22
16582,187099.07
6338,245179.94
699,178988.92
3396,162580.38
13995,180520.44
8971,133057.33
6068,245451.67
7020,185831.57
14015,184599.38
4172,246238.85
12959,477119.19
5659,194430.65
14402,187158.83
6611,159159.03
3213,235279.99
13306,159942.96
5966,204975.48
3685,397547.47
10994,205755.73
13564,226499.35
6507,194635.59
3196,276366.71
1771,140059.37
13367,299831.68
1529,123978.09
11128,156704.08
11948,234916.62
3798,147209.13
11443,175425.79
15581,160424.78
15056,243851.27
5114,297927.55
12195,185541.02
2044,294781.22
13169,89909.96
15180,332489.04
15543,159013.11
3770,146588.48
772,299720.87
990,173511.38
5567,229741.18
10805,286854.67
3951,255603.86
9484,200640.75
3867,306072.45
